post_id,tweet_time,t0_bar,ticker,decision,ret_post_10m,car_raw_post_10m,car_trade_post_10m,ret_post_30m,car_raw_post_30m,car_trade_post_30m,ret_post_45m,car_raw_post_45m,car_trade_post_45m,ret_post_60m,car_raw_post_60m,car_trade_post_60m,ret_post_2h,car_raw_post_2h,car_trade_post_2h,ret_post_4h,car_raw_post_4h,car_trade_post_4h,ret_post_6h,car_raw_post_6h,car_trade_post_6h,ret_post_12h,car_raw_post_12h,car_trade_post_12h,ret_post_1d,car_raw_post_1d,car_trade_post_1d,ret_post_2d,car_raw_post_2d,car_trade_post_2d,ret_pre_10m,car_raw_pre_10m,car_trade_pre_10m,ret_pre_30m,car_raw_pre_30m,car_trade_pre_30m,ret_pre_45m,car_raw_pre_45m,car_trade_pre_45m,ret_pre_60m,car_raw_pre_60m,car_trade_pre_60m,ret_pre_2h,car_raw_pre_2h,car_trade_pre_2h,ret_pre_4h,car_raw_pre_4h,car_trade_pre_4h,ret_pre_6h,car_raw_pre_6h,car_trade_pre_6h,ret_pre_12h,car_raw_pre_12h,car_trade_pre_12h,ret_pre_1d,car_raw_pre_1d,car_trade_pre_1d,ret_pre_2d,car_raw_pre_2d,car_trade_pre_2d,content,,,,
1.15E+17,2025-09-16 03:45:57-04:00,2025-09-16 09:30:00-04:00,XLC,-1,,,,,,,,,,,,,,,,,,,-0.002478202,-0.001116652,0.001116652,-0.000730122,0.001217109,-0.001217109,0.000975836,0.002836159,-0.002836159,0.003018773,0.00321274,-0.00321274,,,,,,,,,,,,,,,,,,,,,,-0.001668068,-0.003862791,0.003862791,0.011216652,0.004902058,-0.004902058,0.011216652,0.004902058,-0.004902058,"Today, I have the Great Honor of bringing a $15 Billion Dollar Defamation and Libel Lawsuit against The New York Times, one of the worst and most degenerate newspapers in the History of our Country, becoming a virtual â€œmouthpieceâ€  for the Radical Left Democrat Party. I view it as the single largest illegal Campaign contribution, EVER. Their Endorsement of Kamala Harris was actually put dead center on the front page of The New York Times, something heretofore UNHEARD OF! The â€œTimesâ€  has engaged in a decades long method of lying about your Favorite President (ME!), my family, business, the America First Movement, MAGA, and our Nation as a whole. I am PROUD to hold this once respected â€œragâ€  responsible, as we are doing with the Fake News Networks such as our successful litigation against George Slopadopoulos/ABC/Disney, and 60 Minutes/CBS/Paramount, who knew that they were falsely â€œsmearingâ€  me through a highly sophisticated system of document and visual alteration, which was, in effect, a malicious form of defamation, and thus, settled for record amounts. They practiced this longterm INTENT and pattern of abuse, which is both unacceptable and illegal. The New York Times has been allowed to freely lie, smear, and defame me for far too long, and that stops, NOW! The suit is being brought in the Great State of Florida. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!",,,,
1.15E+17,2025-09-15 12:39:19-04:00,2025-09-15 12:40:00-04:00,XLRE,1,0.000354317,0.000543532,0.000543532,-0.000118106,0.00060091,0.00060091,-0.001771584,-0.000537904,-0.000537904,-0.001181056,-0.000681529,-0.000681529,-0.002244006,-0.00107592,-0.00107592,,,,,,,-0.001830637,-0.003341832,-0.003341832,-0.008267391,-0.007018574,-0.007018574,-0.000590528,0.00301969,0.00301969,-0.000943953,-0.000989366,-0.000989366,-0.001297476,-0.001191527,-0.001191527,-0.001061822,-0.001046685,-0.001046685,-0.001061822,-0.001054253,-0.001054253,-0.002238982,-0.002428232,-0.002428232,,,,,,,-0.000236155,-0.005032306,-0.005032306,-0.000236155,-0.005032306,-0.005032306,-0.000236155,-0.005032306,-0.005032306,"â€œToo Lateâ€  MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT",,,,
1.15E+17,2025-09-15 12:15:52-04:00,2025-09-15 12:16:00-04:00,XLC,1,-0.001345386,-0.001095715,-0.001095715,-0.001870927,-0.00127323,-0.00127323,-0.002228295,-0.001078296,-0.001078296,-0.001765819,-0.000464504,-0.000464504,-0.001240277,2.32E-05,2.32E-05,,,,,,,-0.001877934,-0.003017846,-0.003017846,-0.007294513,-0.005675435,-0.005675435,-0.001976035,0.000883831,0.000883831,0.001726752,0.001090822,0.001090822,0.002550106,0.001709598,0.001709598,0.002613497,0.001795725,0.001795725,0.002423348,0.002340118,0.002340118,-0.001301646,-0.002271005,-0.002271005,,,,,,,0.013119223,0.007950433,0.007950433,0.013119223,0.007950433,0.007950433,0.013119223,0.007950433,0.007950433,"The big Trade Meeting in Europe between The United States of America, and China, has gone VERY WELL! It will be concluding shortly. A deal was also reached on a â€œcertainâ€  company that young people in our Country very much wanted to save. They will be very happy! I will be speaking to President Xi on Friday. The relationship remains a very strong one!!! President DJT",,,,
1.15E+17,2025-09-14 18:24:48-04:00,2025-09-15 09:30:00-04:00,XLI,0,,,,,,,,,,,,,,,,,,,,,,,,,0.002891218,0.000207537,0,-0.001281335,-0.0020997,0,,,,,,,,,,,,,,,,,,,,,,0.00404097,0.000419775,0,0.00404097,0.000419775,0,0.00404097,0.000419775,0,"When Foreign Companies who are building extremely complex products, machines, and various other â€œthings,â€  come into the United States with massive Investments, I want them to bring their people of expertise for a period of time to teach and train our people how to make these very unique and complex products, as they phase out of our Country, and back into their land. If we didnâ€™t do this, all of that massive Investment will never come in the first place â€” Chips, Semiconductors, Computers, Ships, Trains, and so many other products that we have to learn from others how to make, or, in many cases, relearn, because we used to be great at it, but not anymore. For example, Shipbuilding, where we used to build a Ship a day and now, we barely build a Ship a year. I donâ€™t want to frighten off or disincentivize Investment into America by outside Countries or Companies. We welcome them, we welcome their employees, and we are willing to proudly say we will learn from them, and do even better than them at their own â€œgame,â€  sometime into the not too distant future!",,,,
1.15E+17,2025-09-10 13:08:06-04:00,2025-09-10 13:09:00-04:00,XLRE,1,-0.000714286,-9.43E-05,-9.43E-05,-0.002142857,-0.000892679,-0.000892679,-0.002738095,-0.001054181,-0.001054181,-0.002619048,-0.000812667,-0.000812667,-0.002142857,0.000918805,0.000918805,,,,,,,-0.001428571,-0.002898169,-0.002898169,0.008333333,0.002320995,0.002320995,0.008690476,0.001633346,0.001633346,0,-0.000405835,-0.000405835,0.000476417,-0.000488937,-0.000488937,-0.001307811,-0.00199716,-0.00199716,-0.001901141,-0.00216145,-0.00216145,-0.001426534,-0.001514564,-0.001514564,,,,,,,0.002925198,-0.00149797,-0.00149797,0.006470165,0.000355606,0.000355606,0.006711409,-0.001250571,-0.001250571,"Just out: No Inflation!!! â€œToo Lateâ€  must lower the RATE, BIG, right now. Powell is a total disaster, who doesnâ€™t have a clue!!! President DJT",,,,
1.15E+17,2025-09-09 21:31:42-04:00,2025-09-10 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,0.002154744,0.002198138,0.002198138,0.003646489,0.001706526,0.001706526,0.010607969,0.003552629,0.003552629,,,,,,,,,,,,,,,,,,,,,,0.000995487,-0.004646747,-0.004646747,-0.002875748,-0.009246484,-0.009246484,-0.000563231,-0.009853358,-0.009853358,"I am pleased to announce that India, and the United States of America, are continuing negotiations to address the Trade Barriers between our two Nations. I look forward to speaking with my very good friend, Prime Minister Modi, in the upcoming weeks. I feel certain that there will be no difficulty in coming to a successful conclusion for both of our Great Countries!",,,,
1.15E+17,2025-09-09 20:20:47-04:00,2025-09-10 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,0.003646489,0.001706526,0.001706526,0.010607969,0.003552629,0.003552629,,,,,,,,,,,,,,,,,,,,,,-0.002875748,-0.009246484,-0.009246484,-0.002875748,-0.009246484,-0.009246484,-0.000563231,-0.009853358,-0.009853358,"This morning, the Trump Administration was notified by the United States Military that Israel was attacking Hamas which, very unfortunately, was located in a section of Doha, the Capital of Qatar. This was a decision made by Prime Minister Netanyahu, it was not a decision made by me. Unilaterally bombing inside Qatar, a Sovereign Nation and close Ally of the United States, that is working very hard and bravely taking risks with us to broker Peace, does not advance Israel or Americaâ€™s goals. However, eliminating Hamas, who have profited off the misery of those living in Gaza, is a worthy goal. I immediately directed Special Envoy Steve Witkoff to inform the Qataris of the impending attack, which he did, however, unfortunately, too late to stop the attack. I view Qatar as a strong Ally and friend of the U.S., and feel very badly about the location of the attack. I want ALL of the Hostages, and bodies of the dead, released, and this War to END, NOW! I also spoke to Prime Minister Netanyahu after the attack. The Prime Minister told me that he wants to make Peace. I believe this unfortunate incident could serve as an opportunity for PEACE. I also spoke to the Emir and Prime Minister of Qatar, and thanked them for their support and friendship to our Country. I assured them that such a thing will not happen again on their soil. I have directed Secretary of State, Marco Rubio, to finalize the Defense Cooperation Agreement with Qatar. Thank you for your attention to this matter!",,,,
1.15E+17,2025-09-05 19:01:20-04:00,2025-09-08 09:30:00-04:00,XLK,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006339476,0.007292292,-0.007292292,0.006339476,0.007292292,-0.007292292,0.011403425,0.003999413,-0.003999413,"Europe today â€œhitâ€  another great American company, Google, with a $3.5 Billion Dollar fine, effectively taking money that would otherwise go to American Investments and Jobs. This is on top of the many other Fines and Taxes that have been issued against Google and other American Tech Companies, in particular. Very unfair, and the American Taxpayer will not stand for it! As I have said before, my Administration will NOT allow these discriminatory actions to stand. Apple, as an example, was forced to pay $17 Billion Dollars in a Fine that, in my opinion, should not have been charged â€” They should get their money back! We cannot let this happen to brilliant and unprecedented American Ingenuity and, if it does, I will be forced to start a Section 301 proceeding to nullify the unfair penalties being charged to these Taxpaying American Companies. Thank you for your attention to this matter!DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",,,,
1.15E+17,2025-09-05 14:16:26-04:00,2025-09-05 14:17:00-04:00,XLRE,-1,-0.001069519,-0.001085007,0.001085007,0.000594177,-0.000164766,0.000164766,0.000713012,0.000198016,-0.000198016,0.002139037,-3.71E-05,3.71E-05,,,,,,,,,,-0.005743712,-0.009925641,0.009925641,-0.005743712,-0.009925641,0.009925641,-0.005743712,-0.009925641,0.009925641,0.000713521,8.58E-05,-8.58E-05,0.00011885,-0.000757024,0.000757024,0,0.000425756,-0.000425756,-0.000118821,0.001145773,-0.001145773,-0.001660932,-0.000127332,0.000127332,-0.001009082,0.003598112,-0.003598112,,,,0.007663753,0.012777115,-0.012777115,0.013611178,0.016545382,-0.016545382,0.014099783,0.006719594,-0.006719594,"Jerome â€œToo Lateâ€  Powell should have lowered rates long ago. As usual, heâ€™s â€œToo Late!â€",,,,
1.15E+17,2025-09-02 19:34:22-04:00,2025-09-03 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.002294417,-0.00524583,-0.00524583,0.009609949,-0.004535049,-0.004535049,,,,,,,,,,,,,,,,,,,,,,-0.010821656,-0.007641784,-0.007641784,-0.010821656,-0.007641784,-0.007641784,-0.010821656,-0.007641784,-0.007641784,"I am thrilled to report that the U.S. Space Command headquarters will move to the beautiful locale of a place called Huntsville, Alabama â€” forever to be known, from this point forward, as ROCKET CITY. WE LOVE ALABAMA!",,,,
