post_id,tweet_time,t0_bar,ticker,decision,importance_score_1_to_10,confidence_score_1_to_10,category,relevance_classification,content,ret_post_10m,car_raw_post_10m,car_trade_post_10m,ret_post_30m,car_raw_post_30m,car_trade_post_30m,ret_post_45m,car_raw_post_45m,car_trade_post_45m,ret_post_60m,car_raw_post_60m,car_trade_post_60m,ret_post_2h,car_raw_post_2h,car_trade_post_2h,ret_post_4h,car_raw_post_4h,car_trade_post_4h,ret_post_6h,car_raw_post_6h,car_trade_post_6h,ret_post_12h,car_raw_post_12h,car_trade_post_12h,ret_post_1d,car_raw_post_1d,car_trade_post_1d,ret_post_2d,car_raw_post_2d,car_trade_post_2d,ret_pre_10m,car_raw_pre_10m,car_trade_pre_10m,ret_pre_30m,car_raw_pre_30m,car_trade_pre_30m,ret_pre_45m,car_raw_pre_45m,car_trade_pre_45m,ret_pre_60m,car_raw_pre_60m,car_trade_pre_60m,ret_pre_2h,car_raw_pre_2h,car_trade_pre_2h,ret_pre_4h,car_raw_pre_4h,car_trade_pre_4h,ret_pre_6h,car_raw_pre_6h,car_trade_pre_6h,ret_pre_12h,car_raw_pre_12h,car_trade_pre_12h,ret_pre_1d,car_raw_pre_1d,car_trade_pre_1d,ret_pre_2d,car_raw_pre_2d,car_trade_pre_2d
1.15e+17,2025-09-26 21:38:31-04:00,2025-09-29 09:30:00-04:00,XLK,0.0,8,7,Technology,Relevant,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barack Hussein Obama, and a Lawfare and Weaponization obsessed Deputy Attorney General under Crooked Joe Biden and Lisaâ€™s Puppet â€œBossâ€  Attorney General Merrick Garland, who were all the architects of the worst ever Deep State Conspiracies against our Country (RUSSIA, RUSSIA, RUSSIA, the January 6th Hoax, the Illegal Raid on Mar-a-Lago, the Biden â€œAutopenâ€  Scandal, the Documents Witch Hunt, and more!). Monaco has been shockingly hired as the President of Global Affairs for Microsoft, in a very senior role with access to Highly Sensitive Information. Monacoâ€™s having that kind of access is unacceptable, and cannot be allowed to stand. She is a menace to U.S. National Security, especially given the major contracts that Microsoft has with the United States Government. Because of Monacoâ€™s many wrongful acts, the U.S. Government recently stripped her of all Security Clearances, took away all of her access to National Security Intelligence, and banned her from all Federal Properties. It is my opinion that Microsoft should immediately terminate the employment of Lisa Monaco. Thank you for your attention to this matter! President DJT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007617765814266431,0.0022640619213856183,0.0,0.010037505733790253,0.00020206317687909703,0.0,0.008196721311475308,0.0033436006918892147,0.0
1.15e+17,2025-09-25 23:24:13-04:00,2025-09-26 09:30:00-04:00,XLV,-1.0,10,9,Policy impacting specific sector,Relevant,"Starting October 1st, 2025, we will be imposing a 100% Tariff on any branded or patented Pharmaceutical Product, unless a Company IS BUILDING their Pharmaceutical Manufacturing Plant in America. â€œIS BUILDINGâ€  will be defined as, â€œbreaking groundâ€  and/or â€œunder construction.â€  There will, therefore, be no Tariff on these Pharmaceutical Products if construction has started. Thank you for your attention to this matter!",,,,,,,,,,,,,,,,,,,,,,-0.0013264072255264603,-0.0019409141406258046,0.0019409141406258046,0.0022086222638995068,-0.005726862096520291,0.005726862096520291,0.0022086222638995068,-0.005726862096520291,0.005726862096520291,,,,,,,,,,,,,,,,,,,,,,0.00835463984223872,0.006401099144740963,-0.006401099144740963,-0.00959294155026802,-0.006534845284523749,0.006534845284523749,-0.013642946681757695,-0.007400532948447669,0.007400532948447669
1.15e+17,2025-09-25 22:51:16-04:00,2025-09-26 09:30:00-04:00,XLI,1.0,9,9,Government Policy / Trade,Relevant,"In order to protect our Great Heavy Truck Manufacturers from unfair outside competition, I will be imposing, as of October 1st, 2025, a 25% Tariff on all â€œHeavy (Big!) Trucksâ€  made in other parts of the World. Therefore, our Great Large Truck Company Manufacturers, such as Peterbilt, Kenworth, Freightliner, Mack Trucks, and others, will be protected from the onslaught of outside interruptions. We need our Truckers to be financially healthy and strong, for many reasons, but above all else, for National Security purposes!",,,,,,,,,,,,,,,,,,,,,,0.00046002694443547654,0.0011428124056571676,0.0011428124056571676,0.011106364801366952,0.0031708804409471547,0.0031708804409471547,0.011106364801366952,0.0031708804409471547,0.0031708804409471547,,,,,,,,,,,,,,,,,,,,,,0.004389438943894319,0.0033946180875890075,0.0033946180875890075,-0.0004762295754989765,0.0025818666902452936,0.0025818666902452936,-0.0056524864405672615,0.0005899272927427646,0.0005899272927427646
1.15e+17,2025-09-23 18:55:22-04:00,2025-09-24 09:30:00-04:00,XLI,1.0,7,8,Defense Industry,Relevant,"After getting to know and fully understand the Ukraine/Russia Military and Economic situation and, after seeing the Economic trouble it is causing Russia, I think Ukraine, with the support of the European Union, is in a position to fight and WIN all of Ukraine back in its original form. With time, patience, and the financial support of Europe and, in particular, NATO, the original Borders from where this War started, is very much an option. Why not? Russia has been fighting aimlessly for three and a half years a War that should have taken a Real Military Power less than a week to win. This is not distinguishing Russia. In fact, it is very much making them look like â€œa paper tiger.â€  When the people living in Moscow, and all of the Great Cities, Towns, and Districts all throughout Russia, find out what is really going on with this War, the fact that itâ€™s almost impossible for them to get Gasoline through the long lines that are being formed, and all of the other things that are taking place in their War Economy, where most of their money is being spent on fighting Ukraine, which has Great Spirit, and only getting better, Ukraine would be able to take back their Country in its original form and, who knows, maybe even go further than that! Putin and Russia are in BIG Economic trouble, and this is the time for Ukraine to act. In any event, I wish both Countries well. We will continue to supply weapons to NATO for NATO to do what they want with them. Good luck to all!Â DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,-0.012374785424045576,-0.0022300488295904364,-0.0022300488295904364,-0.008072401729645184,-0.00043467610806835477,-0.00043467610806835477,,,,,,,,,,,,,,,,,,,,,,0.00270170163627248,0.006724526386579721,0.006724526386579721,0.00270170163627248,0.006724526386579721,0.006724526386579721,0.0023741069872798004,0.0015113429777253717,0.0015113429777253717
1.15e+17,2025-09-22 22:29:49-04:00,2025-09-23 09:30:00-04:00,XLI,1.0,9,9,Industrials,Relevant,"Earlier this month I spoke with the Highly Respected President of Uzbekistan, Shavkat Mirziyoyev. Today I want to congratulate President Mirziyoyev on signing a GREAT Deal with Boeing! Worth over $8 Billion Dollars, Uzbekistan Airways is purchasing 22,787 Dreamliners. This will create over 35,000 jobs in the United States. President Mirziyoyev is a man of his word, and we will continue to work together on many more items! Thank you for your attention to this matter.",,,,,,,,,,,,,,,,,,,,,,0.003326159264331663,0.003509891120810904,0.003509891120810904,0.0004782712667665834,0.004370386920345859,0.004370386920345859,-0.011902432661579754,0.0020949350983539006,0.0020949350983539006,,,,,,,,,,,,,,,,,,,,,,0.010045782418234062,0.006066653083354634,0.006066653083354634,0.0018949294302141872,-0.0028785290855304346,-0.0028785290855304346,0.0018949294302141872,-0.0028785290855304346,-0.0028785290855304346
1.15e+17,2025-09-19 17:58:22-04:00,2025-09-22 09:30:00-04:00,XLI,1.0,9,8,Industrials,Relevant,"I am pleased to host President Recep Tayyip ErdoÄŸan, of Turkey, at the White House on September 25th. We are working on many Trade and Military Deals with the President, including the large scale purchase of Boeing aircraft, a major F-16 Deal, and a continuation of the F-35 talks, which we expect to conclude positively. President ErdoÄŸan and I have always had a very good relationship. I look forward to seeing him on the 25th!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004419419255573431,-0.004476033924811884,-0.004476033924811884,-0.004419419255573431,-0.004476033924811884,-0.004476033924811884,0.006153642559385997,0.0014136590924482828,0.0014136590924482828
1.15e+17,2025-09-19 15:23:59-04:00,2025-09-19 15:24:00-04:00,XLC,1.0,9,8,"US-China Relations, Trade, Technology/Media Regulation",Relevant,"I just completed a very productive call with President Xi of China. We made progress on many very important issues including Trade, Fentanyl, the need to bring the War between Russia and Ukraine to an end, and the approval of the TikTok Deal. I also agreed with President Xi that we would meet at the APEC Summit in South Korea, that I would go to China in the early part of next year, and that President Xi would, likewise, come to the United States at an appropriate time. The call was a very good one, we will be speaking again by phone, appreciate the TikTok approval, and both look forward to meeting at APEC!",-0.00035596130491222233,-0.0007177394444681795,-0.0007177394444681795,0.0005444114075128237,-0.000797182526673712,-0.000797182526673712,,,,,,,,,,,,,,,,-0.005485991875706753,-0.004008731139186872,-0.004008731139186872,-0.005485991875706753,-0.004008731139186872,-0.004008731139186872,-0.005485991875706753,-0.004008731139186872,-0.004008731139186872,0.0009431391863852223,0.0007923755686614076,0.0007923755686614076,0.0020772571812248675,0.0008396520979885302,0.0008396520979885302,0.0028979420411592294,0.0018718521979397273,0.0018718521979397273,0.003445812497373524,0.0022610946036056845,0.0022610946036056845,0.0033825661281172703,0.001978707781953082,0.001978707781953082,0.004416589551610839,0.0005502689118142001,0.0005502689118142001,,,,0.0041350116341001275,0.002598866942102651,0.002598866942102651,0.0042898599486898,0.003324186617871261,0.003324186617871261,0.003572329158611387,-0.0018382373595298152,-0.0018382373595298152
1.15e+17,2025-09-16 15:09:34-04:00,2025-09-16 15:10:00-04:00,XLC,0.0,8,7,Entertainment/Media Sector Policy,Relevant,â€œTrumpâ€™s Man With a Plan in Hollywood Opens Upâ€  https://www.hollywoodreporter.com/business/business-news/trump-steven-paul-jon-voight-hollywood-incentives-1236367149/,0.0007166796652684493,0.0006485453346505299,0.0,-2.1078813684516362e-05,0.0006905464172152209,0.0,0.0004637339010560293,0.00040317005161782937,0.0,,,,,,,,,,,,,0.0018127779768553065,0.0019149794727825187,0.0,0.002044644927383432,0.0036041640504189676,0.0,0.0034147678168672257,-0.0009004064556092928,-0.0,-6.323244245842741e-05,0.00013356133280306715,0.0,0.0010339297771775335,0.0006855663280764812,0.0,0.0009072112747372518,0.0004982381003479919,0.0,0.000295190503299958,2.7628598057161113e-05,0.0,0.0030233836525856983,0.002659868460680004,0.0,0.0027689706193194663,0.002006294281984067,0.0,,,,-0.0033822108314776056,-0.0028223088899798077,-0.0,-0.0003792747424091747,-0.0011975557461672004,-0.0,0.01037185330323287,0.005826663776687946,0.0
1.15e+17,2025-09-16 03:45:57-04:00,2025-09-16 09:30:00-04:00,XLC,-1.0,8,7,Legal Action / Media Sector,Relevant,"Today, I have the Great Honor of bringing a $15 Billion Dollar Defamation and Libel Lawsuit against The New York Times, one of the worst and most degenerate newspapers in the History of our Country, becoming a virtual â€œmouthpieceâ€  for the Radical Left Democrat Party. I view it as the single largest illegal Campaign contribution, EVER. Their Endorsement of Kamala Harris was actually put dead center on the front page of The New York Times, something heretofore UNHEARD OF! The â€œTimesâ€  has engaged in a decades long method of lying about your Favorite President (ME!), my family, business, the America First Movement, MAGA, and our Nation as a whole. I am PROUD to hold this once respected â€œragâ€  responsible, as we are doing with the Fake News Networks such as our successful litigation against George Slopadopoulos/ABC/Disney, and 60 Minutes/CBS/Paramount, who knew that they were falsely â€œsmearingâ€  me through a highly sophisticated system of document and visual alteration, which was, in effect, a malicious form of defamation, and thus, settled for record amounts. They practiced this longterm INTENT and pattern of abuse, which is both unacceptable and illegal. The New York Times has been allowed to freely lie, smear, and defame me for far too long, and that stops, NOW! The suit is being brought in the Great State of Florida. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!",,,,,,,,,,,,,,,,,,,-0.0024782016540066953,-0.0011166515272982291,0.0011166515272982291,-0.0007301217337585264,0.001217109067251032,-0.001217109067251032,0.0009758357787730265,0.0028361591248864393,-0.0028361591248864393,0.003018772553039062,0.0032127399161409054,-0.0032127399161409054,,,,,,,,,,,,,,,,,,,,,,-0.0016680684048219208,-0.0038627913853593876,0.0038627913853593876,0.011216651758458651,0.004902057720185704,-0.004902057720185704,0.011216651758458651,0.004902057720185704,-0.004902057720185704
1.15e+17,2025-09-15 12:39:19-04:00,2025-09-15 12:40:00-04:00,XLRE,1.0,8,7,Macroeconomic Policy / Real Estate,Relevant,"â€œToo Lateâ€  MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT",0.00035431675918262684,0.0005435315179338485,0.0005435315179338485,-0.00011810558639424595,0.0006009104968602852,0.0006009104968602852,-0.0017715837959135783,-0.0005379035688557465,-0.0005379035688557465,-0.0011810558639424595,-0.0006815289008392789,-0.0006815289008392789,-0.002244006141490451,-0.001075920364133176,-0.001075920364133176,,,,,,,-0.0018306365891106458,-0.003341831795670047,-0.003341831795670047,-0.00826739104759655,-0.00701857363983871,-0.00701857363983871,-0.0005905279319711187,0.003019689665001435,0.003019689665001435,-0.0009439528023598154,-0.000989366406761949,-0.000989366406761949,-0.0012974758197688008,-0.0011915267812564467,-0.0011915267812564467,-0.0010618216139688386,-0.001046684662399544,-0.001046684662399544,-0.0010618216139688386,-0.0010542530809019013,-0.0010542530809019013,-0.0022389818524628513,-0.0024282324202145045,-0.0024282324202145045,,,,,,,-0.00023615539024668397,-0.005032306301692713,-0.005032306301692713,-0.00023615539024668397,-0.005032306301692713,-0.005032306301692713,-0.00023615539024668397,-0.005032306301692713,-0.005032306301692713
1.15e+17,2025-09-15 12:15:52-04:00,2025-09-15 12:16:00-04:00,XLC,1.0,8,8,Communication Services,Relevant,"The big Trade Meeting in Europe between The United States of America, and China, has gone VERY WELL! It will be concluding shortly. A deal was also reached on a â€œcertainâ€  company that young people in our Country very much wanted to save. They will be very happy! I will be speaking to President Xi on Friday. The relationship remains a very strong one!!! President DJT",-0.0013453857473196829,-0.0010957148589453292,-0.0010957148589453292,-0.001870927054866467,-0.0012732300796671758,-0.0012732300796671758,-0.00222829514399836,-0.0010782959005768422,-0.0010782959005768422,-0.0017658187933571323,-0.00046450386001162247,-0.00046450386001162247,-0.0012402774858103482,2.3208525053997064e-05,2.3208525053997064e-05,,,,,,,-0.001877934272300319,-0.003017845803060304,-0.003017845803060304,-0.007294513348749199,-0.005675435466563683,-0.005675435466563683,-0.0019760353163759126,0.0008838312231855827,0.0008838312231855827,0.0017267520215633603,0.001090821973868561,0.001090821973868561,0.002550106430061705,0.0017095984906692063,0.0017095984906692063,0.0026134974497322716,0.0017957245180164616,0.0017957245180164616,0.00242334843535974,0.00234011787915267,0.00234011787915267,-0.0013016459523009782,-0.0022710051150169885,-0.0022710051150169885,,,,,,,0.013119223069387065,0.007950432525814843,0.007950432525814843,0.013119223069387065,0.007950432525814843,0.007950432525814843,0.013119223069387065,0.007950432525814843,0.007950432525814843
1.15e+17,2025-09-14 18:24:48-04:00,2025-09-15 09:30:00-04:00,XLI,0.0,8,7,Economic Policy / Industrial Strategy,Relevant,"When Foreign Companies who are building extremely complex products, machines, and various other â€œthings,â€  come into the United States with massive Investments, I want them to bring their people of expertise for a period of time to teach and train our people how to make these very unique and complex products, as they phase out of our Country, and back into their land. If we didnâ€™t do this, all of that massive Investment will never come in the first place â€” Chips, Semiconductors, Computers, Ships, Trains, and so many other products that we have to learn from others how to make, or, in many cases, relearn, because we used to be great at it, but not anymore. For example, Shipbuilding, where we used to build a Ship a day and now, we barely build a Ship a year. I donâ€™t want to frighten off or disincentivize Investment into America by outside Countries or Companies. We welcome them, we welcome their employees, and we are willing to proudly say we will learn from them, and do even better than them at their own â€œgame,â€  sometime into the not too distant future!",,,,,,,,,,,,,,,,,,,,,,,,,0.002891217925551137,0.00020753735552458963,0.0,-0.0012813352170055747,-0.0020996999273006356,-0.0,,,,,,,,,,,,,,,,,,,,,,0.004040970492668494,0.00041977515598734527,0.0,0.004040970492668494,0.00041977515598734527,0.0,0.004040970492668494,0.00041977515598734527,0.0
